text,label
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 21.0250,105.8850, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 21.0250,105.8850, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 21.0250,105.8850, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.98 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 21.0255,105.8944, Hardware Device 6f5129ac.",0.9531
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0592,105.8765, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0592,105.8765, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0592,105.8765, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.88 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0516,105.8790, Hardware Device 6f5129ac.",0.9442
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 20.9831,105.8076, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 20.9831,105.8076, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 20.9831,105.8076, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9236.54 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3657
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0589,105.8661, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0589,105.8661, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0589,105.8661, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.58 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0568,105.8712, Hardware Device 6f5129ac.",0.9569
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 21.0037,105.8745, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 21.0037,105.8745, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 21.0037,105.8745, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.44 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 21.0037,105.8788, Hardware Device 6f5129ac.",0.9524
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.3, Location coordinates 21.0419,105.8984, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.3, Location coordinates 21.0419,105.8984, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.3, Location coordinates 21.0419,105.8984, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9237.01 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3796
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 21.0079,105.8448, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 21.0079,105.8448, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 21.0079,105.8448, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.11 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 20.9980,105.8467, Hardware Device 6f5129ac.",0.9574
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 21.0409,105.8103, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 21.0409,105.8103, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 21.0409,105.8103, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.52 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.16, Location coordinates 21.0374,105.8136, Hardware Device 6f5129ac.",0.9414
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0092,105.8123, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0092,105.8123, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0092,105.8123, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.24 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0160,105.8028, Hardware Device 6f5129ac.",0.932
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.3, Location coordinates 20.9808,105.8515, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.3, Location coordinates 20.9808,105.8515, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.3, Location coordinates 20.9808,105.8515, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9239.50 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3917
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0770,105.8568, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0770,105.8568, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0770,105.8568, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.94 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0687,105.8553, Hardware Device 6f5129ac.",0.9139
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0317,105.8279, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0317,105.8279, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0317,105.8279, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.56 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0271,105.8303, Hardware Device 6f5129ac.",0.9259
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0645,105.8245, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0645,105.8245, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0645,105.8245, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.40 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0546,105.8328, Hardware Device 6f5129ac.",0.9304
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.19, Location coordinates 21.0243,105.8615, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.19, Location coordinates 21.0243,105.8615, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.19, Location coordinates 21.0243,105.8615, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.22 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.19, Location coordinates 21.0231,105.8631, Hardware Device 6f5129ac.",0.9746
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0374,105.9000, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0374,105.9000, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0374,105.9000, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.45 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0377,105.8957, Hardware Device 6f5129ac.",0.9524
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0331,105.8472, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0331,105.8472, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0331,105.8472, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.46 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0300,105.8443, Hardware Device 6f5129ac.",0.9854
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0327,105.8379, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0327,105.8379, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0327,105.8379, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9234.04 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3299
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.11, Location coordinates 21.0766,105.8328, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.11, Location coordinates 21.0766,105.8328, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.11, Location coordinates 21.0766,105.8328, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.68 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.11, Location coordinates 21.0820,105.8360, Hardware Device 6f5129ac.",0.9128
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.14, Location coordinates 20.9975,105.8495, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.14, Location coordinates 20.9975,105.8495, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.14, Location coordinates 20.9975,105.8495, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.97 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.14, Location coordinates 20.9971,105.8588, Hardware Device 6f5129ac.",0.9477
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.7, Location coordinates 21.0212,105.8274, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.7, Location coordinates 21.0212,105.8274, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.7, Location coordinates 21.0212,105.8274, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.25 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.7, Location coordinates 21.0282,105.8180, Hardware Device 6f5129ac.",0.9497
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.11, Location coordinates 21.0005,105.8557, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.11, Location coordinates 21.0005,105.8557, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.11, Location coordinates 21.0005,105.8557, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.43 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.11, Location coordinates 21.0098,105.8652, Hardware Device 6f5129ac.",0.9291
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.19, Location coordinates 20.9946,105.8223, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.19, Location coordinates 20.9946,105.8223, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.19, Location coordinates 20.9946,105.8223, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.78 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.19, Location coordinates 21.0009,105.8191, Hardware Device 6f5129ac.",0.9423
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0125,105.8341, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0125,105.8341, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0125,105.8341, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.73 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0181,105.8378, Hardware Device 6f5129ac.",0.9123
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 21.0604,105.8793, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 21.0604,105.8793, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 21.0604,105.8793, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.44 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.10, Location coordinates 21.0635,105.8819, Hardware Device 6f5129ac.",0.9337
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.7, Location coordinates 21.0303,105.8918, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.7, Location coordinates 21.0303,105.8918, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.7, Location coordinates 21.0303,105.8918, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.07 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.7, Location coordinates 21.0227,105.8854, Hardware Device 6f5129ac.",0.9338
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 20.9923,105.8226, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 20.9923,105.8226, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 20.9923,105.8226, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.56 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.10, Location coordinates 20.9903,105.8276, Hardware Device 6f5129ac.",0.9054
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.5, Location coordinates 21.0652,105.8508, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.5, Location coordinates 21.0652,105.8508, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.5, Location coordinates 21.0652,105.8508, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.75 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.5, Location coordinates 21.0702,105.8460, Hardware Device 6f5129ac.",0.9266
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0164,105.8989, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0164,105.8989, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0164,105.8989, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.19 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0161,105.9006, Hardware Device 6f5129ac.",0.9671
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0126,105.8227, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0126,105.8227, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0126,105.8227, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9234.87 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3227
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 20.9915,105.8727, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 20.9915,105.8727, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 20.9915,105.8727, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.38 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 20.9822,105.8639, Hardware Device 6f5129ac.",0.9942
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 21.0050,105.8693, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 21.0050,105.8693, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 21.0050,105.8693, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9238.47 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3774
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.18, Location coordinates 21.0050,105.8224, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.18, Location coordinates 21.0050,105.8224, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.18, Location coordinates 21.0050,105.8224, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.81 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.18, Location coordinates 21.0022,105.8296, Hardware Device 6f5129ac.",0.9154
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 20.9923,105.8959, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 20.9923,105.8959, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 20.9923,105.8959, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.79 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 20.9949,105.9031, Hardware Device 6f5129ac.",0.9385
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.11, Location coordinates 21.0627,105.8838, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.11, Location coordinates 21.0627,105.8838, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.11, Location coordinates 21.0627,105.8838, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9234.25 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3339
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0564,105.8130, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0564,105.8130, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0564,105.8130, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.92 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0537,105.8047, Hardware Device 6f5129ac.",0.9865
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 20.9841,105.8215, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 20.9841,105.8215, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 20.9841,105.8215, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.05 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 20.9857,105.8314, Hardware Device 6f5129ac.",0.9546
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0769,105.9023, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0769,105.9023, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0769,105.9023, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.32 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0778,105.8994, Hardware Device 6f5129ac.",0.9628
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.15, Location coordinates 21.0586,105.8862, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.15, Location coordinates 21.0586,105.8862, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.15, Location coordinates 21.0586,105.8862, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.44 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.15, Location coordinates 21.0686,105.8772, Hardware Device 6f5129ac.",0.9617
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.14, Location coordinates 21.0483,105.8380, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.14, Location coordinates 21.0483,105.8380, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.14, Location coordinates 21.0483,105.8380, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.04 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.14, Location coordinates 21.0437,105.8293, Hardware Device 6f5129ac.",0.9323
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 21.0675,105.8372, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 21.0675,105.8372, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 21.0675,105.8372, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9230.91 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3015
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.5, Location coordinates 21.0006,105.8698, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.5, Location coordinates 21.0006,105.8698, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.5, Location coordinates 21.0006,105.8698, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.04 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.5, Location coordinates 21.0091,105.8655, Hardware Device 6f5129ac.",0.9823
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.5, Location coordinates 21.0170,105.8050, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.5, Location coordinates 21.0170,105.8050, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.5, Location coordinates 21.0170,105.8050, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9233.38 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3591
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.11, Location coordinates 21.0538,105.8793, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.11, Location coordinates 21.0538,105.8793, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.11, Location coordinates 21.0538,105.8793, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.82 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.11, Location coordinates 21.0524,105.8715, Hardware Device 6f5129ac.",0.9972
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0764,105.8303, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0764,105.8303, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0764,105.8303, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.00 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0676,105.8321, Hardware Device 6f5129ac.",0.9443
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.14, Location coordinates 21.0052,105.8202, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.14, Location coordinates 21.0052,105.8202, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.14, Location coordinates 21.0052,105.8202, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.81 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.14, Location coordinates 21.0124,105.8214, Hardware Device 6f5129ac.",0.9213
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0340,105.8186, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0340,105.8186, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0340,105.8186, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.14 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0396,105.8278, Hardware Device 6f5129ac.",0.9476
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0699,105.8769, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0699,105.8769, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0699,105.8769, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.54 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0747,105.8760, Hardware Device 6f5129ac.",0.959
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 20.9803,105.8942, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 20.9803,105.8942, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 20.9803,105.8942, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9242.22 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3855
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 21.0756,105.8448, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 21.0756,105.8448, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 21.0756,105.8448, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.00 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 21.0677,105.8496, Hardware Device 6f5129ac.",0.9093
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 21.0315,105.8643, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 21.0315,105.8643, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 21.0315,105.8643, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9235.80 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3968
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.15, Location coordinates 21.0198,105.8640, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.15, Location coordinates 21.0198,105.8640, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.15, Location coordinates 21.0198,105.8640, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.56 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.15, Location coordinates 21.0208,105.8693, Hardware Device 6f5129ac.",0.9437
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0325,105.8599, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0325,105.8599, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0325,105.8599, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.25 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0329,105.8623, Hardware Device 6f5129ac.",0.9131
